-DOCSTART- -X- -X- -X-
style O O O
reminded O O O
me O O O
of O O O
Contra O B-EST B-EST
, O O O
which O O O
opened O O O
with O O O
a O O O
five-course, O O O
$55 O O O
menu. O O O
The O O O
last O O O
time O O O
I O O O
went O O O
I O O O
ate O O O
a O O O
dish O O O
built O O O
around O O O
spaghetti-like O B-FOOD O
strands O O O
of O O O
rutabaga O B-FOOD B-FOOD
under O O O
a O O O
warm O O O
snowdrift O O O
of O O O
whipped O B-FOOD B-FOOD
Alpine O I-FOOD I-FOOD
fontina. O I-FOOD I-FOOD
These O O O
two O O O
mild-tasting O O O
ingredients O O O
were O O O
set O O O
in O O O
motion O O O
by O O O
the O O O
force O O O
of O O O
a O O O
third, O O O
a O O O
dark O O O
and O O O
focused O O O
coffee-and-chicory O B-FOOD B-FOOD
cream O I-FOOD I-FOOD
sauce. O I-FOOD I-FOOD
This O O O
was O O O
a O O O
rutabaga O B-FOOD B-FOOD
that O O O
made O O O
me O O O
smile. O O O
Granted, O O O
I O O O
probably O O O
like O O O
rutabaga O B-FOOD B-FOOD
more O O O
than O O O
the O O O
average O O O
person, O O O
but O O O
I O O O
suspect O O O
that O O O
exposure O O O
to O O O
the O O O
rutabaga O B-FOOD B-FOOD
at O O O
Oxalis O B-EST B-EST
would O O O
make O O O
the O O O
average O O O
person O O O
realize O O O
that O O O
I'm O O O
right. O O O
Meals O O O
begin O O O
with O O O
a O O O
couple O O O
of O O O
bite-size O O O
snacks, O O O
one O O O
of O O O
which O O O
tends O O O
to O O O
be O O O
a O O O
crisp O O B-FOOD
potato O B-DISH I-FOOD
cake O I-DISH I-FOOD
dusted O O O
with O O O
bay-leaf O B-FOOD O
powder O I-FOOD O
and O O O
topped O O O
with O O O
a O O O
chip O O O
of O O O
nori. O B-FOOD B-FOOD
It O O O
looks O O O
harmless O O O
enough, O O O
but O O O
can O O O
produce O O O
powerful O O O
emotions, O O O
which O O O
are O O O
easier O O O
to O O O
understand O O O
once O O O
you O O O
know O O O
that O O O
the O O O
potatoes O B-FOOD B-FOOD
are O O O
stewed O O O
in O O O
duck O B-FOOD B-FOOD
fat O I-FOOD I-FOOD
and O O O
then O O O
deep-fried. O O O
The O O O
other O O O
snack O O O
might O O O
be O O O
some O O O
lightly O O O
dehydrated O B-DISH B-FOOD
beets O I-DISH I-FOOD
brushed O O O
with O O O
marjoram-infused O B-FOOD B-FOOD
cream, O I-FOOD I-FOOD
or O O O
tiny O O O
grilled O B-DISH B-FOOD
carrots O I-DISH I-FOOD
that O O O
you O O O
dip O O O
in O O O
chamomile O B-FOOD B-FOOD
sabayon. O I-FOOD I-FOOD
(This O O O
is O O O
one O O O
of O O O
the O O O
dishes O O O
that O O O
suggests O O O
the O O O
long O O O
shadow O O O
of O O O
Noma O B-EST B-EST
, O O O
which O O O
in O O O
its O O O
early O O O
days O O O
famously O O O
matched O O O
aged O B-FOOD B-FOOD
carrots O I-FOOD I-FOOD
with O O O
chamomile.) O B-FOOD B-FOOD
The O O O
price O O O
seems O O O
meant O O O
to O O O
encourage O O O
frequent O O O
visits, O O O
but O O O
if O O O
you O O O
return O O O
often O O O
you O O O
may O O O
experience O O O
déjà O O O
vu. O O O
At O O O
meals O O O
in O O O
December, O O O
January O O O
and O O O
February, O O O
I O O O
was O O O
always O O O
served O O O
some O O O
variation O O O
on O O O
raw O B-FOOD B-FOOD
sea O I-FOOD I-FOOD
scallops O I-FOOD I-FOOD
with O O O
daikon O B-FOOD B-FOOD
and O O O
apple O B-FOOD B-FOOD
and O O O
some O O O
version O O O
of O O O
duck O B-FOOD B-FOOD
breast, O I-FOOD I-FOOD
sweet O B-FOOD B-FOOD
potato O I-FOOD I-FOOD
and O O O
yogurt. O B-FOOD B-FOOD
The O O O
portions O O O
in O O O
both O O O
cases O O O
were O O O
restrained O O O
but O O O
the O O O
flavors O O O
were O O O
outsize. O O O
The O O O
scallops O B-FOOD B-FOOD
were O O O
cured O O O
in O O O
miso O B-FOOD B-FOOD
and O O O
refrigerated O O O
for O O O
a O O O
few O O O
days O O O
and O O O
came O O O
out O O O
of O O O
it O O O
with O O O
something O O O
like O O O
the O O O
concentration O O O
of O O O
flavor O O O
that O O O
beef O B-FOOD B-FOOD
gets O O O
from O O O
dry-aging, O O O
but O O O
none O O O
of O O O
the O O O
funk. O O O
The O O O
duck's O B-FOOD B-FOOD
flavor O O O
was O O O
less O O O
surprising, O O O
but O O O
there O O O
was O O O
some O O O
energy O O O
in O O O
its O O O
collision O O O
with O O O
sweet O B-FOOD B-FOOD
potato O I-FOOD I-FOOD
purée O I-FOOD I-FOOD
and O O I-FOOD
fig-leaf O B-FOOD B-FOOD
yogurt O I-FOOD I-FOOD
tart O O O
enough O O O
to O O O
cause O O O
double-takes. O O O
Like O O O
the O O O
rest O O O
of O O O
the O O O
menu, O O O
desserts O O O
are O O O
unshowy O O O
but O O O
can O O O
be O O O
highly O O O
impressive. O O O
One O O O
worked O O O
goat O B-FOOD B-FOOD
milk O I-FOOD I-FOOD
up O O O
into O O O
a O O O
thing O O O
of O O O
beauty: O O O
Some O O O
of O O O
it O O O
was O O O
made O O O
into O O O
a O O O
simple O O O
frozen O B-FOOD B-FOOD
custard, O I-FOOD I-FOOD
the O O O
rest O O O
cooked O O O
down O O O
into O O O
cajeta. O B-FOOD B-FOOD
The O O O
cooking O O O
makes O O O
it O O O
clear O O O
why O O O
people O O O
chased O O O
Oxalis O B-EST B-EST
around O O O
Brooklyn O B-LOC B-LOC
in O O O
its O O O
various O O O
borrowed O O O
spaces, O O O
but O O O
other O O O
aspects O O O
of O O O
the O O O
restaurant O O O
suggest O O O
that O O O
it O O O
hasn't O O O
quite O O O
figured O O O
out O O O
how O O O
to O O O
live O O O
in O O O
a O O O
space O O O
of O O O
its O O O
own. O O O
A O O O
meal O O O
there O O O
can O O O
be O O O
a O O O
somewhat O O O
solemn O O O
experience, O O O
which O O O
doesn't O O O
seem O O O
to O O O
be O O O
what O O O
Mr. O O O
Russell O O O
and O O O
his O O O
partners O O O
are O O O
aiming O O O
for. O O O
The O O O
layout O O O
seems O O O
to O O O
work O O O
against O O O
it. O O O
The O O O
kitchen O O O
is O O O
right O O O
up O O O
front, O O O
and O O O
the O O O
bar O O O
is O O O
all O O O
the O O O
way O O O
in O O O
the O O O
back, O O O
separated O O O
from O O O
the O O O
dining O O O
room O O O
by O O O
a O O O
glass O O O
door O O O
in O O O
a O O O
glass O O O
wall. O O O
I O O O
can't O O O
imagine O O O
what O O O
the O O O
wall O O O
is O O O
for, O O O
unless O O O
Oxalis O B-EST B-EST
is O O O
planning O O O
to O O O
bring O O O
back O O O
the O O O
smoking O O O
section. O O O
Instead O O O
of O O O
serving O O O
as O O O
a O O O
street-side O O O
welcome O O O
and O O O
a O O O
source O O O
of O O O
energy O O O
for O O O
the O O O
dining O O O
room, O O O
the O O O
bar O O O
feels O O O
like O O O
a O O O
waiting O O O
room. O O O
And O O O
while O O O
it O O O
takes O O O
reservations, O O O
the O O O
tasting O O O
menu O O O
isn't O O O
served O O O
there. O O O
The O O O
bar O O O
menu O O O
is O O O
à O O O
la O O O
carte. O O O
The O O O
dining O O O
room O O O
could O O O
use O O O
a O O O
little O O O
lift. O O O
It's O O O
as O O O
plain O O O
as O O O
a O O O
Shaker O O O
church, O O O
with O O O
clamshell-colored O O O
wainscoting O O O
below O O O
white O O O
walls O O O
unbroken O O O
by O O O
pictures O O O
or O O O
anything O O O
else. O O O
(All O O O
the O O O
art O O O
is O O O
in O O O
the O O O
restroom.) O O O
The O O O
way O O O
the O O O
servers O O O
have O O O
been O O O
coached O O O
on O O O
their O O O
lines O O O
so O O O
far O O O
underlines O O O
the O O O
decorative O O O
stiffness. O O O
They O O O
say O O O
stuff O O O
like O O O
"Moving O O O
now O O O
into O O O
more O O O
sweet O O O
things O O O
…" O O O
rather O O O
than O O O
"Here's O O O
your O O O
dessert," O O O
and O O O
my O O O
neighbor O O O
one O O O
night O O O
was O O O
instructed O O O
to O O O
"sit O O O
back O O O
and O O O
relax," O O O
something O O O
that O O O
tends O O O
to O O O
go O O O
without O O O
saying O O O
in O O O
most O O O
restaurants. O O O
Things O O O
have O O O
loosened O O O
up O O O
since O O O
the O O O
liquor O O O
license O O O
came O O O
through. O O O
In O O O
the O O O
first O O O
few O O O
weeks, O O O
the O O O
servers O O O
were O O O
always O O O
trying O O O
to O O O
push O O O
a O O O
nonalcoholic O O O
beverage O O O
pairing O O O
for O O O
$20, O O O
and O O O
while O O O
the O O O
bar O O O
was O O O
mixing O O O
sodas O B-FOOD B-FOOD
that O O O
were O O O
more O O O
interesting O O O
than O O O
many O O O
cocktails O B-FOOD O
around O O O
town, O O O
I'm O O O
not O O O
sure O O O
they O O O
were O O O
different O O O
enough O O O
from O O O
one O O O
another O O O
to O O O
justify O O O
drinking O O O
the O O O
whole O O O
slate. O O O
Now O O O
there O O O
are O O O
also O O O
wine O B-FOOD O
pairings, O O O
starting O O O
at O O O
$35. O O O
Sometimes O O O
I O O O
wondered O O O
whether O O O
it O O O
would O O O
get O O O
the O O O
air O O O
circulating O O O
if O O O
the O O O
bar O O O
popped O O O
up O O O
in O O O
the O O O
dining O O O
room, O O O
or O O O
vice O O O
versa. O O O
There's O O O
probably O O O
some O O O
simple O O O
fix, O O O
or O O O
a O O O
series O O O
of O O O
them, O O O
that O O O
would O O O
give O O O
Oxalis O B-EST B-EST
some O O O
of O O O
its O O O
old O O O
sense O O O
of O O O
adventure. O O O
You O O O
can O O O
sense O O O
it O O O
lying O O O
there, O O O
waiting, O O O
when O O O
you O O O
taste O O O
that O O O
cajeta, O B-FOOD B-FOOD
those O O O
scallops, O B-FOOD B-FOOD
the O O O
fantastic O O O
little O O B-FOOD
potato O B-FOOD I-FOOD
cakes. O I-FOOD I-FOOD
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
The O O O
main O O O
attraction O O O
at O O O
Madame O B-EST B-EST
Vo O I-EST I-EST
BBQ O I-EST I-EST
, O O O
now O O O
two O O O
months O O O
into O O O
its O O O
run O O O
on O O O
Second O B-LOC B-LOC
Avenue O I-LOC I-LOC
in O O O
the O O O
East O B-LOC B-LOC
Village, O I-LOC I-LOC
is O O O
a O O O
seven-course O O O
dinner O O O
on O O O
the O O O
theme O O O
of O O O
beef. O B-FOOD B-FOOD
This O O O
is O O O
a O O O
familiar O O O
concept O O O
in O O O
Vietnam, O B-LOC B-LOC
where O O O
it O O O
is O O O
known O O O
as O O O
bo O B-FOOD B-DISH
bay O I-FOOD I-DISH
mon, O I-FOOD I-DISH
as O O O
well O O O
as O O O
in O O O
San O B-LOC B-LOC
Jose, O I-LOC I-LOC
Calif., O I-LOC B-LOC
Houston O B-LOC B-LOC
and O O O
other O O O
areas O O O
with O O O
robust O O O
Vietnamese O O B-CUISINE
populations. O O O
In O O O
New O B-LOC O
York, O I-LOC O
where O O O
the O O O
Vietnamese O B-CUISINE B-CUISINE
restaurant O O O
scene O O O
is O O O
more O O O
anemic, O O O
bo O B-FOOD B-DISH
bay O I-FOOD I-DISH
mon O I-FOOD I-DISH
is O O O
still O O O
a O O O
rarity. O O O
The O O O
rough O O O
outlines O O O
of O O O
the O O O
setup O O O
at O O O
Madame O B-EST B-EST
Vo, O I-EST I-EST
though, O O O
will O O O
be O O O
familiar O O O
to O O O
any O O O
New O O O
Yorker O O O
who O O O
has O O O
gone O O O
out O O O
for O O O
Korean O B-CUISINE B-CUISINE
barbecue. O B-EST B-FOOD
New O B-EST B-LOC
York O I-EST I-LOC
City O I-EST I-LOC
bureaucracy O O O
is O O O
unwelcoming O O O
to O O O
the O O O
tabletop O O O
charcoal O O O
grills O O O
seen O O O
in O O O
Hanoi, O B-LOC B-LOC
so O O O
an O O O
electric O O O
grill O O O
under O O O
a O O O
metal O O O
screen O O O
is O O O
embedded O O O
in O O O
each O O O
table. O O O
Once O O O
the O O O
grill O O O
is O O O
switched O O O
on O O O
and O O O
the O O O
metal O O O
rods O O O
down O O O
at O O O
kneecap O O O
level O O O
begin O O O
to O O O
warm O O O
up, O O O
an O O O
array O O O
of O O O
sauces, O B-FOOD O
condiments O B-FOOD O
and O O O
vegetables O B-FOOD O
will O O O
arrive. O O O
When O O O
the O O O
rods O O O
are O O O
red, O O O
a O O O
server O O O
with O O O
a O O O
pair O O O
of O O O
tongs O O O
will O O O
lay O O O
some O O O
meat O B-FOOD O
down O O O
on O O O
the O O O
screen, O O O
return O O O
periodically O O O
to O O O
fiddle O O O
with O O O
it O O O
and O O O
eventually O O O
decide O O O
when O O O
it O O O
is O O O
ready O O O
to O O O
be O O O
eaten. O O O
The O O O
similarities O O O
with, O O O
say, O O O
Han O B-EST B-EST
Joo O I-EST I-EST
Chik O I-EST I-EST
Naeng O I-EST I-EST
Myun O I-EST I-EST
& O I-EST I-EST
BBQ O I-EST I-EST
in O O O
Queens O B-LOC B-LOC
end, O O O
of O O O
course, O O O
with O O O
the O O O
actual O O O
food. O O O
Yes, O O O
both O O O
offer O O O
lettuce O B-FOOD B-FOOD
for O O O
wrapping, O O O
but O O O
at O O O
Madame O B-EST B-EST
Vo O I-EST I-EST
BBQ O I-EST I-EST
it O O O
is O O O
part O O O
of O O O
a O O O
Vietnamese O B-CUISINE B-CUISINE
table O B-EST B-FOOD
salad, O I-EST I-FOOD
along O O O
with O O O
fresh O O O
herbs; O B-FOOD B-FOOD
raw O O O
cucumbers, O O O
pineapple O O O
and O O O
apple; O O O
and O O O
pickled O O O
carrots O O O
and O O O
daikon. O O O
The O O O
restaurant O O O
also O O O
sets O O O
out O O O
a O O O
nifty O O O
caddy O O O
that O O O
holds O O O
circles O O O
of O O O
rice O O O
paper O O O
and O O O
warm O O O
water, O O O
in O O O
a O O O
miniature O O O
bathtub, O O O
for O O O
wetting O O O
the O O O
paper O O O
until O O O
it O O O
is O O O
soft O O O
enough O O O
to O O O
fashion O O O
into O O O
rolls. O O O
Rather O O O
than O O O
gochujang O O O
and O O O
sesame O O O
oil, O O O
there O O O
is O O O
a O O O
classic O O O
Vietnamese O O O
nuoc O O O
cham, O O O
an O O O
intoxicatingly O O O
good O O O
version O O O
of O O O
the O O O
pineapple-and-fermented O O O
anchovy O O O
sauce O O O
known O O O
as O O O
mam O O O
nem, O O O
and O O O
lastly O O O
a O O O
tamarind O O O
sauce, O O O
which O O O
suggests O O O
Madame O O O
Vo O O O
BBQ O O O
can O O O
follow O O O
or O O O
leap O O O
over O O O
Vietnamese O O O
tradition O O O
at O O O
will. O O O
This O O O
is O O O
about O O O
what O O O
you'd O O O
expect O O O
if O O O
you've O O O
eaten O O O
at O O O
another O O O
restaurant, O O O
a O O O
few O O O
blocks O O O
north, O O O
simply O O O
called O O O
Madame O O O
Vo O O O
. O O O
Jimmy O O O
Ly O O O
is O O O
the O O O
chef O O O
in O O O
both O O O
places; O O O
he O O O
and O O O
his O O O
wife, O O O
Yen O O O
Vo, O O O
are O O O
the O O O
proprietors. O O O
Each O O O
was O O O
raised O O O
in O O O
the O O O
United O O O
States O O O
by O O O
immigrants O O O
from O O O
Vietnam, O O O
and O O O
like O O O
many O O O
children O O O
of O O O
immigrants O O O
they O O O
seem O O O
to O O O
be O O O
fluent O O O
not O O O
just O O O
in O O O
two O O O
languages O O O
but O O O
in O O O
two O O O
cultures, O O O
enabling O O O
them O O O
to O O O
serve O O O
dishes O O O
their O O O
families O O O
might O O O
recognize O O O
in O O O
a O O O
setting O O O
that O O O
outsiders O O O
might O O O
embrace. O O O
The O O O
wings O O O
at O O O
Madame O O O
Vo, O O O
sticky O O O
with O O O
caramel O O O
and O O O
fried O O O
garlic, O O O
are O O O
drive-straight-from-the-airport O O O
good. O O O
The O O O
restaurant O O O
produces O O O
some O O O
of O O O
the O O O
only O O O
pho O O O
in O O O
Manhattan O O O
worth O O O
talking O O O
about. O O O
One O O O
of O O O
them, O O O
in O O O
a O O O
porcelain O O O
bowl O O O
the O O O
size O O O
of O O O
a O O O
baptismal O O O
font, O O O
is O O O
filled O O O
with O O O
a O O O
potent O O O
beef O O O
broth, O O O
a O O O
short O O O
rib O O O
on O O O
the O O O
bone O O O
and O O O
enough O O O
other O O O
cuts O O O
to O O O
make O O O
a O O O
butcher O O O
smile. O O O
At O O O
least O O O
one O O O
dish O O O
at O O O
the O O O
couple's O O O
new O O O
restaurant O O O
can O O O
stand O O O
alongside O O O
the O O O
wings O O O
and O O O
the O O O
pho O O O
at O O O
their O O O
first: O O O
the O O O
oxtail O O O
congee. O O O
Congee, O O O
or O O O
chao O O O
thit O O O
bo, O O O
is O O O
customarily O O O
the O O O
last O O O
course O O O
in O O O
bo O O O
bay O O O
mon. O O O
It O O O
frequently O O O
takes O O O
the O O O
form O O O
of O O O
a O O O
cloudy O O O
beef-and-rice O O O
soup. O O O
Mr. O O O
Ly O O O
cooks O O O
his O O O
congee O O O
with O O O
some O O O
chicken O O O
stock O O O
until O O O
it O O O
has O O O
the O O O
consistency O O O
of O O O
polenta, O O O
then O O O
spoons O O O
over O O O
it O O O
some O O O
sweet O O O
and O O O
savory O O O
braised O O O
oxtails O O O
in O O O
honey, O O O
fish O O O
sauce O O O
and O O O
brown O O O
butter. O O O
Everything O O O
about O O O
it O O O
is O O O
wonderful, O O O
even O O O
the O O O
scallion O O O
greens O O O
on O O O
top. O O O
The O O O
first O O O
of O O O
the O O O
seven O O O
beefs O O O
is O O O
typically O O O
boi O O O
tai O O O
chanh, O O O
a O O O
raw O O O
beef O O O
salad, O O O
and O O O
this O O O
is O O O
a O O O
high O O O
point, O O O
too. O O O
Lean O O O
eye O O O
of O O O
round O O O
cut O O O
into O O O
thin O O O
pink O O O
sheets O O O
is O O O
the O O O
canvas O O O
for O O O
an O O O
action-painting O O O
whirl O O O
of O O O
fried O O O
shallots, O O O
raw O O O
red O O O
onions, O O O
chopped O O O
peanuts O O O
and O O O
slivers O O O
of O O O
fresh O O O
mint. O O O
Pretty O O O
standard O O O
stuff O O O
so O O O
far, O O O
but O O O
then O O O
Mr. O O O
Ly O O O
bathes O O O
the O O O
salad O O O
in O O O
tangerine-lime O O O
vinaigrette, O O O
which O O O
has O O O
a O O O
positively O O O
buoyant O O O
effect, O O O
and O O O
splashes O O O
it O O O
with O O O
a O O O
bright-green, O O O
lemony O O O
pulp O O O
of O O O
fresh O O O
rau O O O
ram O O O
puréed O O O
in O O O
oil. O O O
In O O O
the O O O
middle O O O
of O O O
this O O O
$59 O O O
menu O O O
come O O O
the O O O
grilled O O O
meats, O O O
the O O O
courses O O O
for O O O
which O O O
the O O O
table O O O
salad O O O
and O O O
rice O O O
paper O O O
wrappers O O O
have O O O
been O O O
waiting. O O O
The O O O
finest O O O
of O O O
these O O O
might O O O
be O O O
the O O O
relatively O O O
straightforward O O O
five-spice O O O
tongue, O O O
although O O O
the O O O
betel-leaf-wrapped O O O
bundles O O O
of O O O
seasoned O O O
ground O O O
beef O O O
-- O O O
bo O O O
la O O O
lot O O O
-- O O O
are O O O
soothing O O O
and O O O
stimulating O O O
at O O O
once, O O O
and O O O
the O O O
New O O O
York O O O
strip O O O
with O O O
marrow O O O
butter O O O
is O O O
a O O O
clever O O O
way O O O
to O O O
acknowledge O O O
Manhattan's O O O
own O O O
beef-eating O O O
rituals, O O O
even O O O
if O O O
it O O O
would O O O
draw O O O
blank O O O
stares O O O
on O O O
the O O O
streets O O O
of O O O
Saigon. O O O
If O O O
you, O O O
like O O O
me, O O O
are O O O
naturally O O O
skeptical O O O
when O O O
servers O O O
persistently O O O
push O O O
a O O O
big-ticket O O O
item, O O O
you O O O
might O O O
be O O O
tempted O O O
to O O O
blaze O O O
your O O O
own O O O
path O O O
through O O O
Madame O O O
Vo O O O
BBQ's O O O
menu. O O O
But O O O
once O O O
you've O O O
tried O O O
the O O O
bo O O O
bay O O O
mon O O O
you O O O
have, O O O
by O O O
and O O O
large, O O O
seen O O O
the O O O
kitchen O O O
at O O O
its O O O
best. O O O
Yes, O O O
you O O O
could O O O
get O O O
the O O O
whole O O O
catfish, O O O
and O O O
if O O O
you O O O
are O O O
not O O O
into O O O
beef O O O
perhaps O O O
you O O O
should. O O O
Despite O O O
what O O O
the O O O
menu O O O
says, O O O
the O O O
catfish O O O
is O O O
not O O O
grilled, O O O
but O O O
fried O O O
and O O O
then O O O
baked. O O O
It O O O
was O O O
perfectly O O O
done O O O
the O O O
night O O O
I O O O
had O O O
it, O O O
and O O O
was O O O
filleted O O O
at O O O
the O O O
table O O O
by O O O
a O O O
server O O O
who O O O
knew O O O
his O O O
way O O O
around O O O
a O O O
fish O O O
skeleton. O O O
By O O O
that O O O
time, O O O
all O O O
that O O O
was O O O
left O O O
to O O O
do O O O
was O O O
to O O O
wrap O O O
a O O O
chunk O O O
of O O O
fish O O O
in O O O
lettuce O O O
and O O O
rice O O O
paper O O O
with O O O
a O O O
squeeze O O O
of O O O
grilled O O O
lemon O O O
and O O O
some O O O
of O O O
the O O O
sautéed O O O
shallots, O O O
lemongrass O O O
and O O O
bird O O O
chiles O O O
that O O O
the O O O
kitchen O O O
had O O O
ladled O O O
along O O O
the O O O
snaking O O O
curve O O O
of O O O
the O O O
spine. O O O
If O O O
you O O O
are O O O
thinking O O O
about O O O
a O O O
vegetable, O O O
the O O O
skewered O O O
and O O O
grilled O O O
okra O O O
pods O O O
in O O O
soy O O O
are O O O
crunchy O O O
and O O O
unslimy. O O O
The O O O
other O O O
appetizers, O O O
though, O O O
can O O O
be O O O
tricky. O O O
One O O O
night, O O O
the O O O
grilled O O O
scallop O O O
brushed O O O
with O O O
duck O O O
fat O O O
was O O O
transporting; O O O
on O O O
another, O O O
it O O O
tasted O O O
too O O O
much O O O
like O O O
the O O O
grill. O O O
Spring O O O
rolls O O O
filled O O O
with O O O
short O O O
rib O O O
and O O O
bone O O O
marrow O O O
seemed O O O
pointlessly O O O
indulgent, O O O
and O O O
so O O O
did O O O
their O O O
truffle O O O
hoisin O O O
dipping O O O
sauce O O O
in O O O
which O O O
I O O O
couldn't O O O
taste O O O
the O O O
truffles. O O O
A O O O
few O O O
dishes O O O
might O O O
have O O O
been O O O
improved O O O
if O O O
they'd O O O
arrived O O O
while O O O
hot, O O O
like O O O
the O O O
extra-large O O O
grilled O O O
oysters O O O
under O O O
caramelized O O O
sea O O O
urchin O O O
mayonnaise O O O
or O O O
the O O O
charred O O O
sea O O O
urchin, O O O
basted O O O
in O O O
its O O O
shell O O O
with O O O
butter, O O O
sake O O O
and O O O
fish O O O
sauce. O O O
Grilled O O O
prawns O O O
brushed O O O
with O O O
a O O O
lovely O O O
orange O O O
butter O O O
were O O O
slightly O O O
more O O O
mushy O O O
than O O O
two O O O
prawns O O O
sold O O O
for O O O
$38 O O O
should O O O
be. O O O
And O O O
while O O O
the O O O
44-ounce O O O
tomahawk O O O
steak O O O
was O O O
more O O O
than O O O
a O O O
fair O O O
deal O O O
at O O O
$90, O O O
it O O O
would O O O
have O O O
been O O O
helped O O O
by O O O
a O O O
more O O O
aggressive O O O
sear O O O
and O O O
more O O O
salt. O O O
On O O O
certain O O O
nights, O O O
the O O O
whole O O O
operation O O O
had O O O
a O O O
slack, O O O
inattentive O O O
feeling O O O
that's O O O
rare O O O
in O O O
new O O O
restaurants. O O O
The O O O
catfish O O O
sat O O O
on O O O
the O O O
table, O O O
getting O O O
cold, O O O
while O O O
we O O O
waited O O O
for O O O
the O O O
table O O O
salad O O O
to O O O
show O O O
up. O O O
The O O O
thick O O O
stems O O O
of O O O
stir-fried O O O
morning O O O
glory O O O
would O O O
have O O O
been O O O
better O O O
cut O O O
into O O O
shorter O O O
lengths. O O O
Madame O O O
Vo O O O
BBQ O O O
may O O O
eventually O O O
run O O O
as O O O
smoothly O O O
as O O O
its O O O
older O O O
sibling. O O O
While O O O
it O O O
works O O O
out O O O
the O O O
mechanics, O O O
the O O O
surest O O O
route O O O
to O O O
happiness O O O
is O O O
to O O O
eat O O O
the O O O
bo O O O
bay O O O
mon O O O
while O O O
sipping O O O
cold O O O
coconut O O O
water O O O
through O O O
a O O O
metal O O O
straw O O O
out O O O
of O O O
a O O O
whole O O O
green O O O
coconut O O O
that O O O
you O O O
hold O O O
in O O O
one O O O
hand, O O O
like O O O
a O O O
cup O O O
of O O O
coffee. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
For O O O
an O O O
operation O O O
that O O O
essentially O O O
serves O O O
one O O O
dish, O O O
Maxi's O B-EST B-EST
Noodle O I-EST I-EST
has O O O
a O O O
dauntingly O O O
long O O O
menu. O O O
The O O O
dish O O O
is O O O
Hong O B-CUISINE B-CUISINE
Kong-style O I-CUISINE I-CUISINE
won-ton O B-DISH B-DISH
noodle O I-DISH I-DISH
soup, O I-DISH I-DISH
though, O O O
which O O O
requires O O O
Maxi O O O
Lau, O O O
the O O O
chef O O O
and O O O
proprietor, O O O
to O O O
keep O O O
a O O O
large O O O
number O O O
of O O O
items O O O
on O O O
hand O O O
to O O O
be O O O
added O O O
to O O O
or O O O
subtracted O O O
from O O O
the O O O
soup O B-FOOD O
at O O O
the O O O
customer's O O O
whim: O O O
the O O O
broth O B-FOOD B-FOOD
of O O I-FOOD
pork O B-FOOD I-FOOD
bones O I-FOOD I-FOOD
boiled O O O
with O O B-FOOD
dried O B-FOOD I-FOOD
shrimp; O I-FOOD I-FOOD
the O O O
skinny O O O
yellow O B-FOOD B-FOOD
noodles O I-FOOD I-FOOD
with O O O
their O O O
firm, O O O
elastic O O O
snap; O O O
the O O O
stewed O B-FOOD B-FOOD
beef O I-FOOD I-FOOD
cooked O O O
with O O O
a O O O
sizable O O O
pinch O O O
of O O O
five-spice O B-FOOD B-FOOD
powder; O I-FOOD I-FOOD
the O O O
dense O O O
fish O B-FOOD B-FOOD
balls O I-FOOD I-FOOD
streaked O O O
with O O O
scallions; O B-FOOD B-FOOD
the O O O
weightless, O O O
grease-free O O O
chips O O O
of O O O
fried O B-FOOD B-FOOD
fish O I-FOOD I-FOOD
skin; O I-FOOD I-FOOD
and O O O
so O O O
on. O O O
But O O O
the O O O
one O O O
item O O O
that O O O
is O O O
absolutely O O O
essential O O O
is O O O
the O O O
won O B-FOOD B-FOOD
ton. O I-FOOD I-FOOD
Make O O O
that O O O
plural O O O
-- O O O
won O B-FOOD B-FOOD
tons, O I-FOOD I-FOOD
as O O O
many O O O
as O O O
Ms. O O O
Lau O O O
will O O O
put O O O
into O O O
your O O O
bowl O O O
($8). O O O
This O O O
turns O O O
out O O O
to O O O
be O O O
four O O O
if O O O
you O O O
also O O O
want O O O
noodles, O B-FOOD B-FOOD
and O O O
six O O O
if O O O
you O O O
don't. O O O
Years O O O
ago O O O
Ms. O O O
Lau's O O O
mother O O O
dreamed O O O
of O O O
opening O O O
a O O O
won-ton O B-TYPE B-FOOD
shop, O I-TYPE I-FOOD
and O O O
had O O O
gone O O O
to O O O
Toronto O B-LOC B-LOC
to O O O
learn O O O
the O O O
art O O O
of O O O
won-ton O B-FOOD B-FOOD
wrapping O O O
from O O O
a O O O
family O O O
friend. O O O
Those O O O
plans O O O
changed O O O
